P.1.1	18.700	0.004	0.001	-0.002	-2.631	-0.987	-0.319	0.001	-0.000	enhetslast
P.1.1	18.800	0.004	0.001	-0.002	-2.570	-0.987	-0.323	0.001	-0.000	enhetslast
P.1.1	18.900	0.004	0.001	-0.002	-2.509	-0.987	-0.326	0.001	-0.000	enhetslast
P.1.1	19.000	0.005	0.001	-0.003	-2.448	-0.987	-0.330	0.001	-0.000	enhetslast
P.1.1	19.100	0.005	0.001	-0.003	-2.387	-0.987	-0.334	0.001	-0.000	enhetslast
P.1.1	19.200	0.005	0.001	-0.003	-2.320	-0.987	-0.338	0.001	-0.000	enhetslast
P.1.1	19.300	0.006	0.001	-0.003	-2.251	-0.987	-0.342	0.001	-0.000	enhetslast
P.1.1	19.400	0.006	0.002	-0.003	-2.181	-0.986	-0.346	0.001	-0.000	enhetslast
P.1.1	19.500	0.006	0.002	-0.003	-2.112	-0.986	-0.350	0.001	-0.000	enhetslast
P.1.1	19.600	0.007	0.002	-0.004	-2.045	-0.986	-0.357	0.001	0.000	enhetslast
P.1.1	19.700	0.007	0.002	-0.004	-1.979	-0.985	-0.364	0.001	0.000	enhetslast
P.1.1	19.800	0.007	0.002	-0.004	-1.910	-0.985	-0.368	0.001	0.000	enhetslast
P.1.1	19.900	0.008	0.002	-0.004	-1.841	-0.985	-0.373	0.001	0.001	enhetslast
P.1.1	20.000	0.008	0.002	-0.004	-1.771	-0.985	-0.377	0.001	0.001	enhetslast
P.1.1	20.100	0.008	0.002	-0.004	-1.701	-0.985	-0.381	0.002	0.001	enhetslast
P.1.1	20.200	0.009	0.002	-0.005	-1.620	-0.985	-0.388	0.002	0.002	enhetslast
P.1.1	20.300	0.010	0.003	-0.005	-1.539	-0.985	-0.395	0.002	0.003	enhetslast
P.1.1	20.400	0.010	0.003	-0.005	-1.458	-0.985	-0.402	0.001	0.003	enhetslast
P.1.1	20.500	0.011	0.003	-0.006	-1.376	-0.985	-0.409	0.001	0.004	enhetslast
P.1.1	20.600	0.011	0.003	-0.006	-1.298	-0.980	-0.427	0.001	0.005	enhetslast
P.1.1	20.700	0.012	0.003	-0.007	-1.219	-0.980	-0.436	0.001	0.007	enhetslast
P.1.1	20.800	0.013	0.004	-0.007	-1.139	-0.982	-0.442	0.001	0.009	enhetslast
P.1.1	20.900	0.013	0.004	-0.007	-1.060	-0.985	-0.448	0.002	0.011	enhetslast
P.1.1	21.000	0.014	0.004	-0.008	-0.980	-0.987	-0.455	0.002	0.013	enhetslast
P.1.1	21.100	0.015	0.005	-0.008	-0.885	-0.965	-0.474	0.002	0.009	enhetslast
P.1.1	21.200	0.016	0.005	-0.009	-0.778	-0.925	-0.503	0.002	0.000	enhetslast
P.1.1	21.300	0.017	0.006	-0.009	-0.671	-0.885	-0.531	0.002	-0.008	enhetslast
P.1.1	21.400	0.018	0.007	-0.010	-0.564	-0.845	-0.560	0.003	-0.017	enhetslast
P.1.1	21.500	0.018	0.007	-0.010	-0.471	-0.805	-0.588	0.002	-0.024	enhetslast
P.1.1	21.600	0.019	0.008	-0.011	-0.394	-0.764	-0.613	-0.001	-0.029	enhetslast
P.1.1	21.700	0.020	0.009	-0.011	-0.287	-0.721	-0.642	0.001	-0.039	enhetslast
P.1.1	21.800	0.020	0.009	-0.012	-0.180	-0.678	-0.672	0.003	-0.049	enhetslast
P.1.1	21.900	0.021	0.010	-0.012	-0.073	-0.636	-0.701	0.004	-0.059	enhetslast
P.1.1	22.000	0.022	0.011	-0.013	0.034	-0.593	-0.731	0.006	-0.069	enhetslast
P.1.2	0.000	-0.022	-0.008	0.011	-0.054	-0.015	0.497	0.004	-0.059	enhetslast
P.1.2	0.100	-0.021	-0.008	0.011	0.036	-0.016	0.492	0.003	-0.051	enhetslast
P.1.2	0.200	-0.020	-0.007	0.011	0.126	-0.017	0.487	0.002	-0.042	enhetslast
P.1.2	0.300	-0.020	-0.007	0.010	0.216	-0.017	0.482	0.000	-0.034	enhetslast
P.1.2	0.400	-0.019	-0.006	0.010	0.306	-0.018	0.477	-0.001	-0.026	enhetslast
P.1.2	0.500	-0.018	-0.006	0.009	0.379	-0.021	0.473	0.001	-0.020	enhetslast
P.1.2	0.600	-0.018	-0.005	0.009	0.460	-0.023	0.468	0.002	-0.014	enhetslast
P.1.2	0.700	-0.017	-0.005	0.008	0.550	-0.023	0.463	0.002	-0.007	enhetslast
P.1.2	0.800	-0.016	-0.004	0.008	0.640	-0.024	0.458	0.002	0.001	enhetslast
P.1.2	0.900	-0.015	-0.004	0.007	0.729	-0.024	0.453	0.002	0.008	enhetslast
P.1.2	1.000	-0.014	-0.003	0.007	0.816	-0.024	0.448	0.001	0.011	enhetslast
P.1.2	1.100	-0.014	-0.003	0.007	0.897	-0.023	0.444	0.001	0.010	enhetslast
P.1.2	1.200	-0.013	-0.003	0.006	0.978	-0.022	0.440	0.001	0.008	enhetslast
P.1.2	1.300	-0.012	-0.003	0.006	1.060	-0.021	0.436	0.000	0.006	enhetslast
P.1.2	1.400	-0.012	-0.003	0.006	1.138	-0.020	0.431	0.000	0.005	enhetslast
P.1.2	1.500	-0.011	-0.003	0.005	1.207	-0.018	0.423	0.001	0.004	enhetslast
P.1.2	1.600	-0.011	-0.002	0.005	1.288	-0.018	0.418	0.001	0.003	enhetslast
P.1.2	1.700	-0.010	-0.002	0.005	1.370	-0.017	0.414	0.001	0.002	enhetslast
P.1.2	1.800	-0.009	-0.002	0.004	1.452	-0.016	0.410	0.001	0.002	enhetslast
P.1.2	1.900	-0.009	-0.002	0.004	1.533	-0.016	0.406	0.001	0.001	enhetslast
P.1.2	2.000	-0.008	-0.002	0.004	1.608	-0.015	0.402	0.001	0.001	enhetslast
P.1.2	2.100	-0.008	-0.002	0.004	1.682	-0.015	0.398	0.001	0.001	enhetslast
P.1.2	2.200	-0.008	-0.002	0.004	1.755	-0.015	0.394	0.001	0.000	enhetslast
P.1.2	2.300	-0.007	-0.002	0.003	1.829	-0.015	0.390	0.000	0.000	enhetslast
P.1.2	2.400	-0.007	-0.002	0.003	1.896	-0.015	0.383	0.001	0.000	enhetslast
P.1.2	2.500	-0.006	-0.001	0.003	1.964	-0.015	0.377	0.001	-0.000	enhetslast
P.1.2	2.600	-0.006	-0.001	0.003	2.038	-0.015	0.373	0.001	-0.000	enhetslast
P.1.2	2.700	-0.006	-0.001	0.003	2.112	-0.015	0.369	0.001	-0.000	enhetslast
P.1.2	2.800	-0.005	-0.001	0.003	2.185	-0.015	0.365	0.001	-0.000	enhetslast
P.1.2	2.900	-0.005	-0.001	0.002	2.257	-0.015	0.361	0.001	-0.000	enhetslast
P.1.2	3.000	-0.005	-0.001	0.002	2.322	-0.015	0.357	0.001	-0.000	enhetslast
P.1.2	3.100	-0.005	-0.001	0.002	2.388	-0.015	0.353	0.001	-0.000	enhetslast
P.1.2	3.200	-0.004	-0.001	0.002	2.453	-0.015	0.349	0.000	-0.000	enhetslast
P.1.2	3.300	-0.004	-0.001	0.002	2.518	-0.015	0.345	0.000	-0.000	enhetslast
P.1.2	3.400	-0.004	-0.001	0.002	2.575	-0.015	0.337	0.001	-0.000	enhetslast
P.1.2	3.500	-0.004	-0.001	0.002	2.640	-0.015	0.333	0.001	-0.000	enhetslast
P.1.2	3.600	-0.004	-0.001	0.002	2.705	-0.015	0.329	0.001	-0.000	enhetslast
P.1.2	3.700	-0.003	-0.001	0.002	2.771	-0.015	0.325	0.001	-0.000	enhetslast
P.1.2	3.800	-0.003	-0.001	0.002	2.837	-0.015	0.321	0.001	-0.000	enhetslast
P.1.2	3.900	-0.003	-0.001	0.001	2.896	-0.015	0.317	0.001	-0.000	enhetslast
P.1.2	4.000	-0.003	-0.001	0.001	2.954	-0.015	0.313	0.000	-0.000	enhetslast
P.1.2	4.100	-0.003	-0.001	0.001	3.011	-0.015	0.309	0.000	-0.000	enhetslast
P.1.2	4.200	-0.003	-0.001	0.001	3.068	-0.015	0.305	0.000	-0.000	enhetslast
P.1.2	4.300	-0.002	-0.001	0.001	3.121	-0.015	0.298	0.000	-0.000	enhetslast
P.1.2	4.400	-0.002	-0.001	0.001	3.174	-0.015	0.292	0.000	-0.000	enhetslast
P.1.2	4.500	-0.002	-0.001	0.001	3.231	-0.015	0.288	0.000	-0.000	enhetslast
